"id","category","trigger","condition","if_action","else_action","severity","source_doc"
"GH-0011","actions_run","Trigger actions_run #1: a specific actions_run event happens that needs policy lookup","condition_actions_run_11: a runtime boolean that the agent can evaluate","if_action_actions_run_11: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0012","actions_run","Trigger actions_run #1: a specific actions_run event happens that needs policy lookup","condition_actions_run_12: a runtime boolean that the agent can evaluate","if_action_actions_run_12: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0013","actions_run","Trigger actions_run #1: a specific actions_run event happens that needs policy lookup","condition_actions_run_13: a runtime boolean that the agent can evaluate","if_action_actions_run_13: do the correct thing per GitHub docs","else_action_actions_run_5: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0014","actions_run","Trigger actions_run #1: a specific actions_run event happens that needs policy lookup","condition_actions_run_14: a runtime boolean that the agent can evaluate","if_action_actions_run_14: do the correct thing per GitHub docs","else_action_actions_run_6: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0015","actions_run","Trigger actions_run #1: a specific actions_run event happens that needs policy lookup","condition_actions_run_15: a runtime boolean that the agent can evaluate","if_action_actions_run_15: do the correct thing per GitHub docs","else_action_actions_run_7: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0016","actions_run","Trigger actions_run #1: a specific actions_run event happens that needs policy lookup","condition_actions_run_16: a runtime boolean that the agent can evaluate","if_action_actions_run_1: do the correct thing per GitHub docs","else_action_actions_run_8: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0017","actions_run","Trigger actions_run #1: a specific actions_run event happens that needs policy lookup","condition_actions_run_17: a runtime boolean that the agent can evaluate","if_action_actions_run_2: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0018","actions_run","Trigger actions_run #1: a specific actions_run event happens that needs policy lookup","condition_actions_run_18: a runtime boolean that the agent can evaluate","if_action_actions_run_3: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0019","actions_run","Trigger actions_run #1: a specific actions_run event happens that needs policy lookup","condition_actions_run_19: a runtime boolean that the agent can evaluate","if_action_actions_run_4: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0020","actions_run","Trigger actions_run #1: a specific actions_run event happens that needs policy lookup","condition_actions_run_20: a runtime boolean that the agent can evaluate","if_action_actions_run_5: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0021","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_1: a runtime boolean that the agent can evaluate","if_action_actions_run_2: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0022","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_2: a runtime boolean that the agent can evaluate","if_action_actions_run_3: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0023","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_3: a runtime boolean that the agent can evaluate","if_action_actions_run_4: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0024","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_4: a runtime boolean that the agent can evaluate","if_action_actions_run_5: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0025","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_5: a runtime boolean that the agent can evaluate","if_action_actions_run_6: do the correct thing per GitHub docs","else_action_actions_run_5: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0026","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_6: a runtime boolean that the agent can evaluate","if_action_actions_run_7: do the correct thing per GitHub docs","else_action_actions_run_6: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0027","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_7: a runtime boolean that the agent can evaluate","if_action_actions_run_8: do the correct thing per GitHub docs","else_action_actions_run_7: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0028","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_8: a runtime boolean that the agent can evaluate","if_action_actions_run_9: do the correct thing per GitHub docs","else_action_actions_run_8: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0029","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_9: a runtime boolean that the agent can evaluate","if_action_actions_run_10: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0030","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_10: a runtime boolean that the agent can evaluate","if_action_actions_run_11: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0031","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_11: a runtime boolean that the agent can evaluate","if_action_actions_run_12: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0032","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_12: a runtime boolean that the agent can evaluate","if_action_actions_run_13: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0033","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_13: a runtime boolean that the agent can evaluate","if_action_actions_run_14: do the correct thing per GitHub docs","else_action_actions_run_5: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0034","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_14: a runtime boolean that the agent can evaluate","if_action_actions_run_15: do the correct thing per GitHub docs","else_action_actions_run_6: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0035","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_15: a runtime boolean that the agent can evaluate","if_action_actions_run_1: do the correct thing per GitHub docs","else_action_actions_run_7: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0036","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_16: a runtime boolean that the agent can evaluate","if_action_actions_run_2: do the correct thing per GitHub docs","else_action_actions_run_8: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0037","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_17: a runtime boolean that the agent can evaluate","if_action_actions_run_3: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0038","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_18: a runtime boolean that the agent can evaluate","if_action_actions_run_4: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0039","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_19: a runtime boolean that the agent can evaluate","if_action_actions_run_5: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0040","actions_run","Trigger actions_run #2: a specific actions_run event happens that needs policy lookup","condition_actions_run_20: a runtime boolean that the agent can evaluate","if_action_actions_run_6: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0041","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_1: a runtime boolean that the agent can evaluate","if_action_actions_run_3: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0042","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_2: a runtime boolean that the agent can evaluate","if_action_actions_run_4: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0043","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_3: a runtime boolean that the agent can evaluate","if_action_actions_run_5: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0044","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_4: a runtime boolean that the agent can evaluate","if_action_actions_run_6: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0045","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_5: a runtime boolean that the agent can evaluate","if_action_actions_run_7: do the correct thing per GitHub docs","else_action_actions_run_5: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0046","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_6: a runtime boolean that the agent can evaluate","if_action_actions_run_8: do the correct thing per GitHub docs","else_action_actions_run_6: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0047","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_7: a runtime boolean that the agent can evaluate","if_action_actions_run_9: do the correct thing per GitHub docs","else_action_actions_run_7: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0048","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_8: a runtime boolean that the agent can evaluate","if_action_actions_run_10: do the correct thing per GitHub docs","else_action_actions_run_8: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0049","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_9: a runtime boolean that the agent can evaluate","if_action_actions_run_11: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0050","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_10: a runtime boolean that the agent can evaluate","if_action_actions_run_12: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0051","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_11: a runtime boolean that the agent can evaluate","if_action_actions_run_13: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0052","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_12: a runtime boolean that the agent can evaluate","if_action_actions_run_14: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0053","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_13: a runtime boolean that the agent can evaluate","if_action_actions_run_15: do the correct thing per GitHub docs","else_action_actions_run_5: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0054","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_14: a runtime boolean that the agent can evaluate","if_action_actions_run_1: do the correct thing per GitHub docs","else_action_actions_run_6: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0055","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_15: a runtime boolean that the agent can evaluate","if_action_actions_run_2: do the correct thing per GitHub docs","else_action_actions_run_7: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0056","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_16: a runtime boolean that the agent can evaluate","if_action_actions_run_3: do the correct thing per GitHub docs","else_action_actions_run_8: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0057","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_17: a runtime boolean that the agent can evaluate","if_action_actions_run_4: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0058","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_18: a runtime boolean that the agent can evaluate","if_action_actions_run_5: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0059","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_19: a runtime boolean that the agent can evaluate","if_action_actions_run_6: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0060","actions_run","Trigger actions_run #3: a specific actions_run event happens that needs policy lookup","condition_actions_run_20: a runtime boolean that the agent can evaluate","if_action_actions_run_7: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0061","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_1: a runtime boolean that the agent can evaluate","if_action_actions_run_4: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0062","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_2: a runtime boolean that the agent can evaluate","if_action_actions_run_5: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0063","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_3: a runtime boolean that the agent can evaluate","if_action_actions_run_6: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0064","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_4: a runtime boolean that the agent can evaluate","if_action_actions_run_7: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0065","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_5: a runtime boolean that the agent can evaluate","if_action_actions_run_8: do the correct thing per GitHub docs","else_action_actions_run_5: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0066","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_6: a runtime boolean that the agent can evaluate","if_action_actions_run_9: do the correct thing per GitHub docs","else_action_actions_run_6: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0067","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_7: a runtime boolean that the agent can evaluate","if_action_actions_run_10: do the correct thing per GitHub docs","else_action_actions_run_7: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0068","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_8: a runtime boolean that the agent can evaluate","if_action_actions_run_11: do the correct thing per GitHub docs","else_action_actions_run_8: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0069","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_9: a runtime boolean that the agent can evaluate","if_action_actions_run_12: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0070","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_10: a runtime boolean that the agent can evaluate","if_action_actions_run_13: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0071","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_11: a runtime boolean that the agent can evaluate","if_action_actions_run_14: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0072","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_12: a runtime boolean that the agent can evaluate","if_action_actions_run_15: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0073","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_13: a runtime boolean that the agent can evaluate","if_action_actions_run_1: do the correct thing per GitHub docs","else_action_actions_run_5: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0074","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_14: a runtime boolean that the agent can evaluate","if_action_actions_run_2: do the correct thing per GitHub docs","else_action_actions_run_6: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0075","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_15: a runtime boolean that the agent can evaluate","if_action_actions_run_3: do the correct thing per GitHub docs","else_action_actions_run_7: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0076","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_16: a runtime boolean that the agent can evaluate","if_action_actions_run_4: do the correct thing per GitHub docs","else_action_actions_run_8: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0077","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_17: a runtime boolean that the agent can evaluate","if_action_actions_run_5: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0078","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_18: a runtime boolean that the agent can evaluate","if_action_actions_run_6: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0079","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_19: a runtime boolean that the agent can evaluate","if_action_actions_run_7: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0080","actions_run","Trigger actions_run #4: a specific actions_run event happens that needs policy lookup","condition_actions_run_20: a runtime boolean that the agent can evaluate","if_action_actions_run_8: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0081","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_1: a runtime boolean that the agent can evaluate","if_action_actions_run_5: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0082","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_2: a runtime boolean that the agent can evaluate","if_action_actions_run_6: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0083","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_3: a runtime boolean that the agent can evaluate","if_action_actions_run_7: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0084","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_4: a runtime boolean that the agent can evaluate","if_action_actions_run_8: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0085","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_5: a runtime boolean that the agent can evaluate","if_action_actions_run_9: do the correct thing per GitHub docs","else_action_actions_run_5: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0086","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_6: a runtime boolean that the agent can evaluate","if_action_actions_run_10: do the correct thing per GitHub docs","else_action_actions_run_6: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0087","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_7: a runtime boolean that the agent can evaluate","if_action_actions_run_11: do the correct thing per GitHub docs","else_action_actions_run_7: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0088","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_8: a runtime boolean that the agent can evaluate","if_action_actions_run_12: do the correct thing per GitHub docs","else_action_actions_run_8: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0089","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_9: a runtime boolean that the agent can evaluate","if_action_actions_run_13: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0090","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_10: a runtime boolean that the agent can evaluate","if_action_actions_run_14: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0091","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_11: a runtime boolean that the agent can evaluate","if_action_actions_run_15: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0092","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_12: a runtime boolean that the agent can evaluate","if_action_actions_run_1: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0093","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_13: a runtime boolean that the agent can evaluate","if_action_actions_run_2: do the correct thing per GitHub docs","else_action_actions_run_5: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0094","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_14: a runtime boolean that the agent can evaluate","if_action_actions_run_3: do the correct thing per GitHub docs","else_action_actions_run_6: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0095","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_15: a runtime boolean that the agent can evaluate","if_action_actions_run_4: do the correct thing per GitHub docs","else_action_actions_run_7: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0096","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_16: a runtime boolean that the agent can evaluate","if_action_actions_run_5: do the correct thing per GitHub docs","else_action_actions_run_8: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0097","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_17: a runtime boolean that the agent can evaluate","if_action_actions_run_6: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0098","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_18: a runtime boolean that the agent can evaluate","if_action_actions_run_7: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0099","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_19: a runtime boolean that the agent can evaluate","if_action_actions_run_8: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0100","actions_run","Trigger actions_run #5: a specific actions_run event happens that needs policy lookup","condition_actions_run_20: a runtime boolean that the agent can evaluate","if_action_actions_run_9: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0101","actions_run","Trigger actions_run #6: a specific actions_run event happens that needs policy lookup","condition_actions_run_1: a runtime boolean that the agent can evaluate","if_action_actions_run_6: do the correct thing per GitHub docs","else_action_actions_run_1: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0102","actions_run","Trigger actions_run #6: a specific actions_run event happens that needs policy lookup","condition_actions_run_2: a runtime boolean that the agent can evaluate","if_action_actions_run_7: do the correct thing per GitHub docs","else_action_actions_run_2: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0103","actions_run","Trigger actions_run #6: a specific actions_run event happens that needs policy lookup","condition_actions_run_3: a runtime boolean that the agent can evaluate","if_action_actions_run_8: do the correct thing per GitHub docs","else_action_actions_run_3: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0104","actions_run","Trigger actions_run #6: a specific actions_run event happens that needs policy lookup","condition_actions_run_4: a runtime boolean that the agent can evaluate","if_action_actions_run_9: do the correct thing per GitHub docs","else_action_actions_run_4: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0105","actions_run","Trigger actions_run #6: a specific actions_run event happens that needs policy lookup","condition_actions_run_5: a runtime boolean that the agent can evaluate","if_action_actions_run_10: do the correct thing per GitHub docs","else_action_actions_run_5: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0106","actions_run","Trigger actions_run #6: a specific actions_run event happens that needs policy lookup","condition_actions_run_6: a runtime boolean that the agent can evaluate","if_action_actions_run_11: do the correct thing per GitHub docs","else_action_actions_run_6: page on-call or block + require human","high","docs.github.com/actions_run"
"GH-0107","actions_run","Trigger actions_run #6: a specific actions_run event happens that needs policy lookup","condition_actions_run_7: a runtime boolean that the agent can evaluate","if_action_actions_run_12: do the correct thing per GitHub docs","else_action_actions_run_7: page on-call or block + require human","high","docs.github.com/actions_run"
